instance_id,rdf:type,oa:hasTarget,oa:hasBodyValue,prov:wasGeneratedBy
viewsari:annotation_10551,"oa:Annotation, prov:Entity",viewsari:textchunk_10551,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10552,"oa:Annotation, prov:Entity",viewsari:textchunk_10552,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10553,"oa:Annotation, prov:Entity",viewsari:textchunk_10553,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10554,"oa:Annotation, prov:Entity",viewsari:textchunk_10554,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10555,"oa:Annotation, prov:Entity",viewsari:textchunk_10555,He,viewsari:named_entity_recognition_run_1
viewsari:annotation_10556,"oa:Annotation, prov:Entity",viewsari:textchunk_10556,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10557,"oa:Annotation, prov:Entity",viewsari:textchunk_10557,Andrea degl' Impiccati,viewsari:named_entity_recognition_run_1
viewsari:annotation_10558,"oa:Annotation, prov:Entity",viewsari:textchunk_10558,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10559,"oa:Annotation, prov:Entity",viewsari:textchunk_10559,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10560,"oa:Annotation, prov:Entity",viewsari:textchunk_10560,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10561,"oa:Annotation, prov:Entity",viewsari:textchunk_10561,he himself,viewsari:named_entity_recognition_run_1
viewsari:annotation_10562,"oa:Annotation, prov:Entity",viewsari:textchunk_10562,himself,viewsari:named_entity_recognition_run_1
viewsari:annotation_10563,"oa:Annotation, prov:Entity",viewsari:textchunk_10563,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10564,"oa:Annotation, prov:Entity",viewsari:textchunk_10564,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10565,"oa:Annotation, prov:Entity",viewsari:textchunk_10565,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10566,"oa:Annotation, prov:Entity",viewsari:textchunk_10566,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10567,"oa:Annotation, prov:Entity",viewsari:textchunk_10567,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10568,"oa:Annotation, prov:Entity",viewsari:textchunk_10568,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10569,"oa:Annotation, prov:Entity",viewsari:textchunk_10569,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10570,"oa:Annotation, prov:Entity",viewsari:textchunk_10570,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10571,"oa:Annotation, prov:Entity",viewsari:textchunk_10571,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10572,"oa:Annotation, prov:Entity",viewsari:textchunk_10572,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10573,"oa:Annotation, prov:Entity",viewsari:textchunk_10573,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10574,"oa:Annotation, prov:Entity",viewsari:textchunk_10574,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10575,"oa:Annotation, prov:Entity",viewsari:textchunk_10575,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10576,"oa:Annotation, prov:Entity",viewsari:textchunk_10576,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10577,"oa:Annotation, prov:Entity",viewsari:textchunk_10577,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10578,"oa:Annotation, prov:Entity",viewsari:textchunk_10578,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10579,"oa:Annotation, prov:Entity",viewsari:textchunk_10579,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10580,"oa:Annotation, prov:Entity",viewsari:textchunk_10580,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10581,"oa:Annotation, prov:Entity",viewsari:textchunk_10581,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10582,"oa:Annotation, prov:Entity",viewsari:textchunk_10582,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10583,"oa:Annotation, prov:Entity",viewsari:textchunk_10583,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10584,"oa:Annotation, prov:Entity",viewsari:textchunk_10584,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10585,"oa:Annotation, prov:Entity",viewsari:textchunk_10585,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10586,"oa:Annotation, prov:Entity",viewsari:textchunk_10586,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10587,"oa:Annotation, prov:Entity",viewsari:textchunk_10587,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10588,"oa:Annotation, prov:Entity",viewsari:textchunk_10588,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10589,"oa:Annotation, prov:Entity",viewsari:textchunk_10589,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10590,"oa:Annotation, prov:Entity",viewsari:textchunk_10590,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10591,"oa:Annotation, prov:Entity",viewsari:textchunk_10591,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10592,"oa:Annotation, prov:Entity",viewsari:textchunk_10592,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10593,"oa:Annotation, prov:Entity",viewsari:textchunk_10593,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10594,"oa:Annotation, prov:Entity",viewsari:textchunk_10594,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10595,"oa:Annotation, prov:Entity",viewsari:textchunk_10595,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10596,"oa:Annotation, prov:Entity",viewsari:textchunk_10596,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10597,"oa:Annotation, prov:Entity",viewsari:textchunk_10597,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10598,"oa:Annotation, prov:Entity",viewsari:textchunk_10598,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10599,"oa:Annotation, prov:Entity",viewsari:textchunk_10599,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10600,"oa:Annotation, prov:Entity",viewsari:textchunk_10600,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10601,"oa:Annotation, prov:Entity",viewsari:textchunk_10601,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10602,"oa:Annotation, prov:Entity",viewsari:textchunk_10602,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10603,"oa:Annotation, prov:Entity",viewsari:textchunk_10603,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10604,"oa:Annotation, prov:Entity",viewsari:textchunk_10604,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10605,"oa:Annotation, prov:Entity",viewsari:textchunk_10605,himself,viewsari:named_entity_recognition_run_1
viewsari:annotation_10606,"oa:Annotation, prov:Entity",viewsari:textchunk_10606,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10607,"oa:Annotation, prov:Entity",viewsari:textchunk_10607,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10608,"oa:Annotation, prov:Entity",viewsari:textchunk_10608,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10609,"oa:Annotation, prov:Entity",viewsari:textchunk_10609,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10610,"oa:Annotation, prov:Entity",viewsari:textchunk_10610,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10611,"oa:Annotation, prov:Entity",viewsari:textchunk_10611,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10612,"oa:Annotation, prov:Entity",viewsari:textchunk_10612,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10613,"oa:Annotation, prov:Entity",viewsari:textchunk_10613,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10614,"oa:Annotation, prov:Entity",viewsari:textchunk_10614,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10615,"oa:Annotation, prov:Entity",viewsari:textchunk_10615,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10616,"oa:Annotation, prov:Entity",viewsari:textchunk_10616,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10617,"oa:Annotation, prov:Entity",viewsari:textchunk_10617,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10618,"oa:Annotation, prov:Entity",viewsari:textchunk_10618,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10619,"oa:Annotation, prov:Entity",viewsari:textchunk_10619,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10620,"oa:Annotation, prov:Entity",viewsari:textchunk_10620,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10621,"oa:Annotation, prov:Entity",viewsari:textchunk_10621,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10622,"oa:Annotation, prov:Entity",viewsari:textchunk_10622,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10623,"oa:Annotation, prov:Entity",viewsari:textchunk_10623,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10624,"oa:Annotation, prov:Entity",viewsari:textchunk_10624,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10625,"oa:Annotation, prov:Entity",viewsari:textchunk_10625,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10626,"oa:Annotation, prov:Entity",viewsari:textchunk_10626,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10627,"oa:Annotation, prov:Entity",viewsari:textchunk_10627,himself,viewsari:named_entity_recognition_run_1
viewsari:annotation_10628,"oa:Annotation, prov:Entity",viewsari:textchunk_10628,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10629,"oa:Annotation, prov:Entity",viewsari:textchunk_10629,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10630,"oa:Annotation, prov:Entity",viewsari:textchunk_10630,His,viewsari:named_entity_recognition_run_1
viewsari:annotation_10631,"oa:Annotation, prov:Entity",viewsari:textchunk_10631,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10632,"oa:Annotation, prov:Entity",viewsari:textchunk_10632,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10633,"oa:Annotation, prov:Entity",viewsari:textchunk_10633,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10634,"oa:Annotation, prov:Entity",viewsari:textchunk_10634,Raffaello,viewsari:named_entity_recognition_run_1
viewsari:annotation_10635,"oa:Annotation, prov:Entity",viewsari:textchunk_10635,Raffaello,viewsari:named_entity_recognition_run_1
viewsari:annotation_10636,"oa:Annotation, prov:Entity",viewsari:textchunk_10636,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10637,"oa:Annotation, prov:Entity",viewsari:textchunk_10637,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10638,"oa:Annotation, prov:Entity",viewsari:textchunk_10638,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10639,"oa:Annotation, prov:Entity",viewsari:textchunk_10639,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10640,"oa:Annotation, prov:Entity",viewsari:textchunk_10640,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10641,"oa:Annotation, prov:Entity",viewsari:textchunk_10641,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10642,"oa:Annotation, prov:Entity",viewsari:textchunk_10642,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10643,"oa:Annotation, prov:Entity",viewsari:textchunk_10643,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10644,"oa:Annotation, prov:Entity",viewsari:textchunk_10644,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10645,"oa:Annotation, prov:Entity",viewsari:textchunk_10645,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10646,"oa:Annotation, prov:Entity",viewsari:textchunk_10646,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10647,"oa:Annotation, prov:Entity",viewsari:textchunk_10647,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10648,"oa:Annotation, prov:Entity",viewsari:textchunk_10648,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10649,"oa:Annotation, prov:Entity",viewsari:textchunk_10649,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10650,"oa:Annotation, prov:Entity",viewsari:textchunk_10650,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10651,"oa:Annotation, prov:Entity",viewsari:textchunk_10651,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10652,"oa:Annotation, prov:Entity",viewsari:textchunk_10652,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10653,"oa:Annotation, prov:Entity",viewsari:textchunk_10653,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10654,"oa:Annotation, prov:Entity",viewsari:textchunk_10654,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10655,"oa:Annotation, prov:Entity",viewsari:textchunk_10655,himself,viewsari:named_entity_recognition_run_1
viewsari:annotation_10656,"oa:Annotation, prov:Entity",viewsari:textchunk_10656,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10657,"oa:Annotation, prov:Entity",viewsari:textchunk_10657,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10658,"oa:Annotation, prov:Entity",viewsari:textchunk_10658,His,viewsari:named_entity_recognition_run_1
viewsari:annotation_10659,"oa:Annotation, prov:Entity",viewsari:textchunk_10659,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10660,"oa:Annotation, prov:Entity",viewsari:textchunk_10660,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10661,"oa:Annotation, prov:Entity",viewsari:textchunk_10661,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10662,"oa:Annotation, prov:Entity",viewsari:textchunk_10662,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10663,"oa:Annotation, prov:Entity",viewsari:textchunk_10663,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10664,"oa:Annotation, prov:Entity",viewsari:textchunk_10664,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10665,"oa:Annotation, prov:Entity",viewsari:textchunk_10665,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10666,"oa:Annotation, prov:Entity",viewsari:textchunk_10666,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10667,"oa:Annotation, prov:Entity",viewsari:textchunk_10667,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10668,"oa:Annotation, prov:Entity",viewsari:textchunk_10668,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10669,"oa:Annotation, prov:Entity",viewsari:textchunk_10669,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10670,"oa:Annotation, prov:Entity",viewsari:textchunk_10670,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10671,"oa:Annotation, prov:Entity",viewsari:textchunk_10671,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10672,"oa:Annotation, prov:Entity",viewsari:textchunk_10672,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10673,"oa:Annotation, prov:Entity",viewsari:textchunk_10673,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10674,"oa:Annotation, prov:Entity",viewsari:textchunk_10674,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10675,"oa:Annotation, prov:Entity",viewsari:textchunk_10675,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10676,"oa:Annotation, prov:Entity",viewsari:textchunk_10676,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10677,"oa:Annotation, prov:Entity",viewsari:textchunk_10677,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10678,"oa:Annotation, prov:Entity",viewsari:textchunk_10678,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10679,"oa:Annotation, prov:Entity",viewsari:textchunk_10679,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10680,"oa:Annotation, prov:Entity",viewsari:textchunk_10680,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10681,"oa:Annotation, prov:Entity",viewsari:textchunk_10681,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10682,"oa:Annotation, prov:Entity",viewsari:textchunk_10682,Francesco Salviati,viewsari:named_entity_recognition_run_1
viewsari:annotation_10683,"oa:Annotation, prov:Entity",viewsari:textchunk_10683,the aforesaid Salviati,viewsari:named_entity_recognition_run_1
viewsari:annotation_10684,"oa:Annotation, prov:Entity",viewsari:textchunk_10684,Andrea's,viewsari:named_entity_recognition_run_1
viewsari:annotation_10685,"oa:Annotation, prov:Entity",viewsari:textchunk_10685,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10686,"oa:Annotation, prov:Entity",viewsari:textchunk_10686,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10687,"oa:Annotation, prov:Entity",viewsari:textchunk_10687,his master,viewsari:named_entity_recognition_run_1
viewsari:annotation_10688,"oa:Annotation, prov:Entity",viewsari:textchunk_10688,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10689,"oa:Annotation, prov:Entity",viewsari:textchunk_10689,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10690,"oa:Annotation, prov:Entity",viewsari:textchunk_10690,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10691,"oa:Annotation, prov:Entity",viewsari:textchunk_10691,"Domenico Conti, who made little proficience in painting",viewsari:named_entity_recognition_run_1
viewsari:annotation_10692,"oa:Annotation, prov:Entity",viewsari:textchunk_10692,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10693,"oa:Annotation, prov:Entity",viewsari:textchunk_10693,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10694,"oa:Annotation, prov:Entity",viewsari:textchunk_10694,Domenico,viewsari:named_entity_recognition_run_1
viewsari:annotation_10695,"oa:Annotation, prov:Entity",viewsari:textchunk_10695,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10696,"oa:Annotation, prov:Entity",viewsari:textchunk_10696,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10697,"oa:Annotation, prov:Entity",viewsari:textchunk_10697,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10698,"oa:Annotation, prov:Entity",viewsari:textchunk_10698,Andrea,viewsari:named_entity_recognition_run_1
viewsari:annotation_10699,"oa:Annotation, prov:Entity",viewsari:textchunk_10699,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10700,"oa:Annotation, prov:Entity",viewsari:textchunk_10700,himself,viewsari:named_entity_recognition_run_1
viewsari:annotation_10701,"oa:Annotation, prov:Entity",viewsari:textchunk_10701,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10702,"oa:Annotation, prov:Entity",viewsari:textchunk_10702,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10703,"oa:Annotation, prov:Entity",viewsari:textchunk_10703,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10704,"oa:Annotation, prov:Entity",viewsari:textchunk_10704,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10705,"oa:Annotation, prov:Entity",viewsari:textchunk_10705,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10706,"oa:Annotation, prov:Entity",viewsari:textchunk_10706,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10707,"oa:Annotation, prov:Entity",viewsari:textchunk_10707,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10708,"oa:Annotation, prov:Entity",viewsari:textchunk_10708,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10709,"oa:Annotation, prov:Entity",viewsari:textchunk_10709,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10710,"oa:Annotation, prov:Entity",viewsari:textchunk_10710,Sofonisba,viewsari:named_entity_recognition_run_1
viewsari:annotation_10711,"oa:Annotation, prov:Entity",viewsari:textchunk_10711,Sofonisba,viewsari:named_entity_recognition_run_1
viewsari:annotation_10712,"oa:Annotation, prov:Entity",viewsari:textchunk_10712,"Sofonisba, who lives in Spain, so that Italy has no abundance of her works",viewsari:named_entity_recognition_run_1
viewsari:annotation_10713,"oa:Annotation, prov:Entity",viewsari:textchunk_10713,her,viewsari:named_entity_recognition_run_1
viewsari:annotation_10714,"oa:Annotation, prov:Entity",viewsari:textchunk_10714,this master,viewsari:named_entity_recognition_run_1
viewsari:annotation_10715,"oa:Annotation, prov:Entity",viewsari:textchunk_10715,Alfonso,viewsari:named_entity_recognition_run_1
viewsari:annotation_10716,"oa:Annotation, prov:Entity",viewsari:textchunk_10716,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10717,"oa:Annotation, prov:Entity",viewsari:textchunk_10717,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10718,"oa:Annotation, prov:Entity",viewsari:textchunk_10718,himself,viewsari:named_entity_recognition_run_1
viewsari:annotation_10719,"oa:Annotation, prov:Entity",viewsari:textchunk_10719,He,viewsari:named_entity_recognition_run_1
viewsari:annotation_10720,"oa:Annotation, prov:Entity",viewsari:textchunk_10720,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10721,"oa:Annotation, prov:Entity",viewsari:textchunk_10721,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10722,"oa:Annotation, prov:Entity",viewsari:textchunk_10722,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10723,"oa:Annotation, prov:Entity",viewsari:textchunk_10723,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10724,"oa:Annotation, prov:Entity",viewsari:textchunk_10724,Alfonso,viewsari:named_entity_recognition_run_1
viewsari:annotation_10725,"oa:Annotation, prov:Entity",viewsari:textchunk_10725,himself,viewsari:named_entity_recognition_run_1
viewsari:annotation_10726,"oa:Annotation, prov:Entity",viewsari:textchunk_10726,himself,viewsari:named_entity_recognition_run_1
viewsari:annotation_10727,"oa:Annotation, prov:Entity",viewsari:textchunk_10727,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10728,"oa:Annotation, prov:Entity",viewsari:textchunk_10728,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10729,"oa:Annotation, prov:Entity",viewsari:textchunk_10729,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10730,"oa:Annotation, prov:Entity",viewsari:textchunk_10730,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10731,"oa:Annotation, prov:Entity",viewsari:textchunk_10731,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10732,"oa:Annotation, prov:Entity",viewsari:textchunk_10732,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10733,"oa:Annotation, prov:Entity",viewsari:textchunk_10733,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10734,"oa:Annotation, prov:Entity",viewsari:textchunk_10734,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10735,"oa:Annotation, prov:Entity",viewsari:textchunk_10735,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10736,"oa:Annotation, prov:Entity",viewsari:textchunk_10736,Alfonso,viewsari:named_entity_recognition_run_1
viewsari:annotation_10737,"oa:Annotation, prov:Entity",viewsari:textchunk_10737,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10738,"oa:Annotation, prov:Entity",viewsari:textchunk_10738,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10739,"oa:Annotation, prov:Entity",viewsari:textchunk_10739,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10740,"oa:Annotation, prov:Entity",viewsari:textchunk_10740,himself,viewsari:named_entity_recognition_run_1
viewsari:annotation_10741,"oa:Annotation, prov:Entity",viewsari:textchunk_10741,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10742,"oa:Annotation, prov:Entity",viewsari:textchunk_10742,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10743,"oa:Annotation, prov:Entity",viewsari:textchunk_10743,Alfonso,viewsari:named_entity_recognition_run_1
viewsari:annotation_10744,"oa:Annotation, prov:Entity",viewsari:textchunk_10744,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10745,"oa:Annotation, prov:Entity",viewsari:textchunk_10745,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10746,"oa:Annotation, prov:Entity",viewsari:textchunk_10746,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10747,"oa:Annotation, prov:Entity",viewsari:textchunk_10747,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10748,"oa:Annotation, prov:Entity",viewsari:textchunk_10748,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10749,"oa:Annotation, prov:Entity",viewsari:textchunk_10749,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10750,"oa:Annotation, prov:Entity",viewsari:textchunk_10750,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10751,"oa:Annotation, prov:Entity",viewsari:textchunk_10751,Alfonso,viewsari:named_entity_recognition_run_1
viewsari:annotation_10752,"oa:Annotation, prov:Entity",viewsari:textchunk_10752,Alfonso,viewsari:named_entity_recognition_run_1
viewsari:annotation_10753,"oa:Annotation, prov:Entity",viewsari:textchunk_10753,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10754,"oa:Annotation, prov:Entity",viewsari:textchunk_10754,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10755,"oa:Annotation, prov:Entity",viewsari:textchunk_10755,Alfonso,viewsari:named_entity_recognition_run_1
viewsari:annotation_10756,"oa:Annotation, prov:Entity",viewsari:textchunk_10756,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10757,"oa:Annotation, prov:Entity",viewsari:textchunk_10757,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10758,"oa:Annotation, prov:Entity",viewsari:textchunk_10758,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10759,"oa:Annotation, prov:Entity",viewsari:textchunk_10759,you,viewsari:named_entity_recognition_run_1
viewsari:annotation_10760,"oa:Annotation, prov:Entity",viewsari:textchunk_10760,He,viewsari:named_entity_recognition_run_1
viewsari:annotation_10761,"oa:Annotation, prov:Entity",viewsari:textchunk_10761,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10762,"oa:Annotation, prov:Entity",viewsari:textchunk_10762,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10763,"oa:Annotation, prov:Entity",viewsari:textchunk_10763,you,viewsari:named_entity_recognition_run_1
viewsari:annotation_10764,"oa:Annotation, prov:Entity",viewsari:textchunk_10764,Alfonso,viewsari:named_entity_recognition_run_1
viewsari:annotation_10765,"oa:Annotation, prov:Entity",viewsari:textchunk_10765,Alfonso,viewsari:named_entity_recognition_run_1
viewsari:annotation_10766,"oa:Annotation, prov:Entity",viewsari:textchunk_10766,Alfonso,viewsari:named_entity_recognition_run_1
viewsari:annotation_10767,"oa:Annotation, prov:Entity",viewsari:textchunk_10767,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10768,"oa:Annotation, prov:Entity",viewsari:textchunk_10768,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10769,"oa:Annotation, prov:Entity",viewsari:textchunk_10769,his,viewsari:named_entity_recognition_run_1
viewsari:annotation_10770,"oa:Annotation, prov:Entity",viewsari:textchunk_10770,the most excellent Tiziano da Cadore,viewsari:named_entity_recognition_run_1
viewsari:annotation_10771,"oa:Annotation, prov:Entity",viewsari:textchunk_10771,Tiziano,viewsari:named_entity_recognition_run_1
viewsari:annotation_10772,"oa:Annotation, prov:Entity",viewsari:textchunk_10772,him,viewsari:named_entity_recognition_run_1
viewsari:annotation_10773,"oa:Annotation, prov:Entity",viewsari:textchunk_10773,he,viewsari:named_entity_recognition_run_1
viewsari:annotation_10774,"oa:Annotation, prov:Entity",viewsari:textchunk_10774,"Tiziano, who loved him much",viewsari:named_entity_recognition_run_1
